t,x(t),v(t),p(t),eKin(t),eSpr(t)
0.2681996,-2.579581,3.060079,30.60079,46.82041,0
0.2687996,-2.577741,3.06627,30.6627,47.01006,0
0.2693996,-2.575897,3.072456,30.72456,47.19994,0
0.2699996,-2.57405,3.078639,30.78638,47.39008,0
0.2705996,-2.572199,3.084816,30.84816,47.58046,0
0.2711996,-2.570345,3.09099,30.9099,47.77108,0
0.2717996,-2.568486,3.097158,30.97158,47.96195,0
0.2723996,-2.566624,3.103323,31.03323,48.15306,0
0.2729996,-2.564759,3.109483,31.09483,48.34441,0
0.2735997,-2.562889,3.115638,31.15638,48.536,0
0.2741997,-2.561016,3.121789,31.21789,48.72783,0
0.2747997,-2.559139,3.127935,31.27935,48.9199,0
0.2753997,-2.557259,3.134077,31.34077,49.1122,0
0.2759997,-2.555375,3.140215,31.40215,49.30474,0
0.2765997,-2.553487,3.146348,31.46347,49.49751,0
0.2771997,-2.551596,3.152476,31.52476,49.69052,0
0.2777997,-2.5497,3.1586,31.586,49.88376,0
0.2783997,-2.547802,3.164719,31.64719,50.07723,0
0.2789997,-2.545899,3.170834,31.70834,50.27093,0
0.2795998,-2.543993,3.176944,31.76944,50.46486,0
0.2801998,-2.542083,3.183049,31.83049,50.65902,0
0.2807998,-2.54017,3.18915,31.8915,50.8534,0
0.2813998,-2.538253,3.195247,31.95247,51.04801,0
0.2819998,-2.536332,3.201339,32.01339,51.24284,0
0.2825998,-2.534407,3.207426,32.07426,51.4379,0
0.2831998,-2.532479,3.213508,32.13508,51.63318,0
0.2837998,-2.530548,3.219586,32.19586,51.82868,0
0.2843998,-2.528612,3.22566,32.2566,52.0244,0
0.2849998,-2.526673,3.231728,32.31728,52.22034,0
0.2855999,-2.52473,3.237792,32.37792,52.41649,0
0.2861999,-2.522784,3.243852,32.43851,52.61287,0
0.2867999,-2.520834,3.249906,32.49906,52.80945,0
0.2873999,-2.518881,3.255956,32.55956,53.00626,0
0.2879999,-2.516923,3.262002,32.62002,53.20328,0
0.2885999,-2.514963,3.268042,32.68042,53.4005,0
0.2891999,-2.512998,3.274078,32.74078,53.59794,0
0.2897999,-2.51103,3.280109,32.80109,53.79559,0
0.2903999,-2.509058,3.286136,32.86136,53.99345,0
0.2909999,-2.507083,3.292158,32.92158,54.19151,0
0.2916,-2.505104,3.298175,32.98175,54.38978,0
0.2922,-2.503122,3.304187,33.04187,54.58825,0
0.2928,-2.501136,3.310194,33.10194,54.78693,0
0.2934,-2.499146,3.316197,33.16197,54.98581,0
0.294,-2.497153,3.322195,33.22195,55.18489,0
0.2946,-2.495156,3.328188,33.28188,55.38417,0
0.2952,-2.493155,3.334176,33.34176,55.58366,0
0.2958,-2.491151,3.34016,33.4016,55.78334,0
0.2964,-2.489143,3.346139,33.46139,55.98322,0
0.2970001,-2.487132,3.352113,33.52113,56.1833,0
0.2976001,-2.485117,3.358082,33.58082,56.38357,0
0.2982001,-2.483099,3.364046,33.64046,56.58403,0
0.2988001,-2.481077,3.370006,33.70006,56.78469,0
0.2994001,-2.479051,3.37596,33.7596,56.98553,0
0.3000001,-2.477022,3.38191,33.8191,57.18657,0
0.3006001,-2.474989,3.387855,33.87855,57.3878,0
0.3012001,-2.472953,3.393795,33.93795,57.58922,0
0.3018001,-2.470913,3.39973,33.9973,57.79082,0
0.3024001,-2.468869,3.40566,34.0566,57.99261,0
0.3030002,-2.466822,3.411585,34.11585,58.19457,0
0.3036002,-2.464772,3.417506,34.17506,58.39672,0
0.3042002,-2.462718,3.423421,34.23421,58.59906,0
0.3048002,-2.46066,3.429332,34.29332,58.80158,0
0.3054002,-2.458599,3.435237,34.35238,59.00428,0
0.3060002,-2.456535,3.441138,34.41138,59.20715,0
0.3066002,-2.454466,3.447034,34.47034,59.41021,0
0.3072002,-2.452394,3.452924,34.52924,59.61343,0
0.3078002,-2.450319,3.45881,34.5881,59.81684,0
0.3084002,-2.448241,3.464691,34.64691,60.02042,0
0.3090003,-2.446158,3.470567,34.70567,60.22417,0
0.3096003,-2.444072,3.476438,34.76437,60.42809,0
0.3102003,-2.441983,3.482303,34.82303,60.63219,0
0.3108003,-2.43989,3.488164,34.88164,60.83645,0
0.3114003,-2.437793,3.49402,34.9402,61.04088,0
0.3120003,-2.435694,3.499871,34.99871,61.24548,0
0.3126003,-2.43359,3.505716,35.05716,61.45023,0
0.3132003,-2.431483,3.511557,35.11557,61.65516,0
0.3138003,-2.429373,3.517392,35.17392,61.86024,0
0.3144003,-2.427259,3.523223,35.23223,62.0655,0
0.3150004,-2.425142,3.529048,35.29049,62.27091,0
0.3156004,-2.423021,3.534869,35.34869,62.47648,0
0.3162004,-2.420896,3.540684,35.40684,62.68221,0
0.3168004,-2.418768,3.546494,35.46494,62.88811,0
0.3174004,-2.416637,3.552299,35.52299,63.09415,0
0.3180004,-2.414502,3.558099,35.58099,63.30035,0
0.3186004,-2.412364,3.563894,35.63894,63.5067,0
0.3192004,-2.410222,3.569684,35.69684,63.71321,0
0.3198004,-2.408077,3.575468,35.75468,63.91987,0
0.3204004,-2.405928,3.581248,35.81248,64.12667,0
0.3210005,-2.403776,3.587022,35.87022,64.33363,0
0.3216005,-2.40162,3.592791,35.92791,64.54073,0
0.3222005,-2.399461,3.598555,35.98555,64.74798,0
0.3228005,-2.397298,3.604313,36.04313,64.95538,0
0.3234005,-2.395132,3.610067,36.10067,65.16292,0
0.3240005,-2.392963,3.615815,36.15815,65.3706,0
0.3246005,-2.39079,3.621558,36.21558,65.57841,0
0.3252005,-2.388613,3.627296,36.27296,65.78638,0
0.3258005,-2.386434,3.633029,36.33029,65.99449,0
0.3264005,-2.38425,3.638756,36.38756,66.20274,0
0.3270006,-2.382064,3.644479,36.44479,66.41112,0
0.3276006,-2.379874,3.650196,36.50196,66.61964,0
0.3282006,-2.37768,3.655907,36.55907,66.82829,0
0.3288006,-2.375483,3.661614,36.61614,67.03708,0
0.3294006,-2.373283,3.667315,36.67315,67.246,0
0.3300006,-2.371079,3.673011,36.73011,67.45505,0
0.3306006,-2.368872,3.678701,36.78701,67.66422,0
0.3312006,-2.366661,3.684387,36.84387,67.87353,0
0.3318006,-2.364447,3.690067,36.90067,68.08297,0
0.3324006,-2.36223,3.695741,36.95741,68.29253,0
0.3330007,-2.360009,3.701411,37.01411,68.5022,0
0.3336007,-2.357785,3.707075,37.07075,68.71202,0
0.3342007,-2.355557,3.712734,37.12733,68.92195,0
0.3348007,-2.353326,3.718387,37.18387,69.132,0
0.3354007,-2.351091,3.724035,37.24035,69.34218,0
0.3360007,-2.348854,3.729677,37.29678,69.55247,0
0.3366007,-2.346612,3.735315,37.35315,69.76288,0
0.3372007,-2.344368,3.740947,37.40947,69.9734,0
0.3378007,-2.34212,3.746573,37.46573,70.18404,0
0.3384008,-2.339869,3.752194,37.52194,70.39481,0
0.3390008,-2.337614,3.75781,37.5781,70.60567,0
0.3396008,-2.335356,3.76342,37.6342,70.81666,0
0.3402008,-2.333094,3.769025,37.69025,71.02774,0
0.3408008,-2.33083,3.774624,37.74624,71.23895,0
0.3414008,-2.328562,3.780218,37.80219,71.45026,0
0.3420008,-2.32629,3.785807,37.85807,71.66167,0
0.3426008,-2.324015,3.79139,37.9139,71.87318,0
0.3432008,-2.321737,3.796968,37.96967,72.08482,0
0.3438008,-2.319456,3.80254,38.02539,72.29654,0
0.3444009,-2.317171,3.808106,38.08106,72.50836,0
0.3450009,-2.314883,3.813667,38.13667,72.72029,0
0.3456009,-2.312592,3.819223,38.19223,72.93232,0
0.3462009,-2.310297,3.824773,38.24773,73.14445,0
0.3468009,-2.307999,3.830318,38.30318,73.35667,0
0.3474009,-2.305697,3.835857,38.35857,73.56899,0
0.3480009,-2.303392,3.841391,38.41391,73.78141,0
0.3486009,-2.301084,3.846919,38.46919,73.99392,0
0.3492009,-2.298773,3.852441,38.52441,74.20652,0
0.3498009,-2.296458,3.857958,38.57958,74.41921,0
0.350401,-2.29414,3.86347,38.6347,74.632,0
0.351001,-2.291818,3.868976,38.68976,74.84487,0
0.351601,-2.289494,3.874476,38.74476,75.05783,0
0.352201,-2.287166,3.879971,38.79971,75.27087,0
0.352801,-2.284835,3.88546,38.8546,75.484,0
0.353401,-2.2825,3.890944,38.90944,75.69722,0
0.354001,-2.280162,3.896422,38.96422,75.91051,0
0.354601,-2.277821,3.901894,39.01894,76.12389,0
0.355201,-2.275477,3.907361,39.07361,76.33734,0
0.355801,-2.273129,3.912822,39.12822,76.55088,0
0.3564011,-2.270778,3.918278,39.18277,76.7645,0
0.3570011,-2.268424,3.923727,39.23727,76.97818,0
0.3576011,-2.266066,3.929172,39.29172,77.19194,0
0.3582011,-2.263705,3.93461,39.3461,77.40578,0
0.3588011,-2.261342,3.940043,39.40043,77.61969,0
0.3594011,-2.258974,3.94547,39.4547,77.83367,0
0.3600011,-2.256604,3.950892,39.50892,78.04773,0
0.3606011,-2.25423,3.956308,39.56308,78.26186,0
0.3612011,-2.251853,3.961718,39.61718,78.47604,0
0.3618011,-2.249473,3.967122,39.67122,78.69029,0
0.3624012,-2.247089,3.972521,39.72521,78.90462,0
0.3630012,-2.244702,3.977914,39.77914,79.119,0
0.3636012,-2.242312,3.983301,39.83302,79.33345,0
0.3642012,-2.239919,3.988683,39.88683,79.54796,0
0.3648012,-2.237523,3.994059,39.94059,79.76253,0
0.3654012,-2.235123,3.999429,39.99429,79.97716,0
0.3660012,-2.23272,4.004793,40.04793,80.19184,0
0.3666012,-2.230314,4.010152,40.10152,80.40659,0
0.3672012,-2.227905,4.015505,40.15505,80.6214,0
0.3678012,-2.225492,4.020852,40.20852,80.83624,0
0.3684013,-2.223077,4.026193,40.26192,81.05114,0
0.3690013,-2.220658,4.031528,40.31528,81.26609,0
0.3696013,-2.218236,4.036858,40.36858,81.48109,0
0.3702013,-2.215811,4.042181,40.42181,81.69616,0
0.3708013,-2.213382,4.0475,40.475,81.91127,0
0.3714013,-2.21095,4.052812,40.52811,82.1264,0
0.3720013,-2.208515,4.058118,40.58118,82.34161,0
0.3726013,-2.206077,4.063418,40.63419,82.55685,0
0.3732013,-2.203636,4.068713,40.68713,82.77213,0
0.3738014,-2.201192,4.074002,40.74002,82.98745,0
0.3744014,-2.198744,4.079285,40.79285,83.20282,0
0.3750014,-2.196293,4.084562,40.84562,83.41823,0
0.3756014,-2.19384,4.089833,40.89833,83.63366,0
0.3762014,-2.191382,4.095098,40.95098,83.84914,0
0.3768014,-2.188922,4.100358,41.00357,84.06465,0
0.3774014,-2.186459,4.105611,41.05611,84.2802,0
0.3780014,-2.183992,4.110858,41.10859,84.49578,0
0.3786014,-2.181523,4.1161,41.161,84.71139,0
0.3792014,-2.17905,4.121336,41.21336,84.92703,0
0.3798015,-2.176574,4.126565,41.26566,85.14271,0
0.3804015,-2.174095,4.131789,41.31789,85.35841,0
0.3810015,-2.171613,4.137007,41.37007,85.57414,0
0.3816015,-2.169127,4.142219,41.42219,85.78989,0
0.3822015,-2.166639,4.147425,41.47425,86.00568,0
0.3828015,-2.164147,4.152625,41.52625,86.22147,0
0.3834015,-2.161653,4.157819,41.57819,86.4373,0
0.3840015,-2.159155,4.163007,41.63007,86.65314,0
0.3846015,-2.156654,4.168189,41.68189,86.869,0
0.3852015,-2.15415,4.173365,41.73365,87.08488,0
0.3858016,-2.151643,4.178535,41.78535,87.30078,0
0.3864016,-2.149132,4.183699,41.83699,87.51669,0
0.3870016,-2.146619,4.188857,41.88857,87.73262,0
0.3876016,-2.144102,4.194009,41.94009,87.94855,0
0.3882016,-2.141583,4.199155,41.99155,88.16451,0
0.3888016,-2.13906,4.204295,42.04295,88.38047,0
0.3894016,-2.136535,4.209428,42.09428,88.59643,0
0.3900016,-2.134006,4.214556,42.14556,88.81242,0
0.3906016,-2.131474,4.219678,42.19678,89.0284,0
0.3912016,-2.128939,4.224793,42.24793,89.24439,0
0.3918017,-2.126401,4.229903,42.29903,89.46038,0
0.3924017,-2.12386,4.235006,42.35006,89.67639,0
0.3930017,-2.121316,4.240104,42.40104,89.8924,0
0.3936017,-2.118769,4.245195,42.45195,90.1084,0
0.3942017,-2.116219,4.25028,42.5028,90.32439,0
0.3948017,-2.113666,4.255359,42.55359,90.54039,0
0.3954017,-2.111109,4.260431,42.60431,90.75638,0
0.3960017,-2.10855,4.265498,42.65498,90.97237,0
0.3966017,-2.105988,4.270559,42.70559,91.18836,0
0.3972017,-2.103423,4.275613,42.75613,91.40434,0
0.3978018,-2.100854,4.280662,42.80662,91.62032,0
0.3984018,-2.098283,4.285704,42.85704,91.83628,0
0.3990018,-2.095708,4.29074,42.90739,92.05223,0
0.3996018,-2.093131,4.295769,42.95769,92.26816,0
0.4002018,-2.09055,4.300793,43.00793,92.48409,0
0.4008018,-2.087967,4.30581,43.0581,92.7,0
0.4014018,-2.08538,4.310821,43.10821,92.91589,0
0.4020018,-2.082791,4.315826,43.15826,93.13177,0
0.4026018,-2.080198,4.320825,43.20824,93.34763,0
0.4032018,-2.077603,4.325817,43.25817,93.56347,0
0.4038019,-2.075004,4.330803,43.30803,93.77929,0
0.4044019,-2.072403,4.335783,43.35783,93.99509,0
0.4050019,-2.069798,4.340757,43.40757,94.21088,0
0.4056019,-2.067191,4.345725,43.45725,94.42664,0
0.4062019,-2.064581,4.350687,43.50687,94.64236,0
0.4068019,-2.061967,4.355641,43.55641,94.85806,0
0.4074019,-2.059351,4.36059,43.6059,95.07373,0
0.4080019,-2.056732,4.365532,43.65532,95.28937,0
0.4086019,-2.054109,4.370469,43.70469,95.50498,0
0.4092019,-2.051484,4.375399,43.75399,95.72057,0
0.409802,-2.048856,4.380322,43.80322,95.93611,0
0.410402,-2.046225,4.385239,43.85239,96.15161,0
0.411002,-2.043591,4.39015,43.9015,96.3671,0
0.411602,-2.040954,4.395055,43.95055,96.58253,0
0.412202,-2.038314,4.399953,43.99953,96.79793,0
0.412802,-2.035671,4.404845,44.04845,97.01328,0
0.413402,-2.033025,4.40973,44.09731,97.22861,0
0.414002,-2.030376,4.41461,44.1461,97.44391,0
0.414602,-2.027725,4.419483,44.19483,97.65914,0
0.4152021,-2.02507,4.424349,44.24349,97.87434,0
0.4158021,-2.022413,4.42921,44.2921,98.08949,0
0.4164021,-2.019752,4.434063,44.34063,98.3046,0
0.4170021,-2.017089,4.438911,44.38911,98.51965,0
0.4176021,-2.014422,4.443752,44.43752,98.73466,0
0.4182021,-2.011753,4.448586,44.48586,98.9496,0
0.4188021,-2.009081,4.453414,44.53415,99.16451,0
0.4194021,-2.006406,4.458236,44.58236,99.37935,0
0.4200021,-2.003728,4.463052,44.63052,99.59415,0
0.4206021,-2.001048,4.467861,44.67861,99.80889,0
0.4212022,-1.998364,4.472663,44.72663,100.0236,0
0.4218022,-1.995677,4.477459,44.77459,100.2382,0
0.4224022,-1.992988,4.482249,44.82249,100.4528,0
0.4230022,-1.990296,4.487032,44.87032,100.6673,0
0.4236022,-1.987601,4.491809,44.91809,100.8817,0
0.4242022,-1.984903,4.496579,44.96579,101.0961,0
0.4248022,-1.982202,4.501343,45.01343,101.3104,0
0.4254022,-1.979498,4.5061,45.061,101.5247,0
0.4260022,-1.976792,4.510851,45.10851,101.7389,0
0.4266022,-1.974082,4.515595,45.15595,101.953,0
0.4272023,-1.97137,4.520333,45.20333,102.1671,0
0.4278023,-1.968655,4.525064,45.25064,102.381,0
0.4284023,-1.965937,4.529789,45.29789,102.595,0
0.4290023,-1.963217,4.534508,45.34508,102.8088,0
0.4296023,-1.960493,4.539219,45.39219,103.0226,0
0.4302023,-1.957767,4.543924,45.43924,103.2362,0
0.4308023,-1.955038,4.548623,45.48623,103.4499,0
0.4314023,-1.952306,4.553315,45.53315,103.6634,0
0.4320023,-1.949571,4.558001,45.58001,103.8768,0
0.4326023,-1.946833,4.56268,45.6268,104.0902,0
0.4332024,-1.944093,4.567352,45.67352,104.3035,0
0.4338024,-1.94135,4.572018,45.72018,104.5168,0
0.4344024,-1.938604,4.576677,45.76677,104.7299,0
0.4350024,-1.935855,4.58133,45.8133,104.9429,0
0.4356024,-1.933103,4.585976,45.85976,105.1559,0
0.4362024,-1.930349,4.590615,45.90615,105.3687,0
0.4368024,-1.927592,4.595248,45.95248,105.5815,0
0.4374024,-1.924832,4.599874,45.99874,105.7942,0
0.4380024,-1.922069,4.604494,46.04494,106.0068,0
0.4386024,-1.919304,4.609107,46.09107,106.2193,0
0.4392025,-1.916535,4.613713,46.13713,106.4317,0
0.4398025,-1.913764,4.618313,46.18313,106.6441,0
0.4404025,-1.91099,4.622906,46.22906,106.8563,0
0.4410025,-1.908214,4.627492,46.27492,107.0684,0
0.4416025,-1.905435,4.632071,46.32072,107.2804,0
0.4422025,-1.902653,4.636644,46.36644,107.4924,0
0.4428025,-1.899868,4.641211,46.41211,107.7042,0
0.4434025,-1.897081,4.64577,46.4577,107.9159,0
0.4440025,-1.89429,4.650323,46.50323,108.1275,0
0.4446025,-1.891497,4.654869,46.54869,108.339,0
0.4452026,-1.888702,4.659409,46.59409,108.5504,0
0.4458026,-1.885903,4.663941,46.63941,108.7617,0
0.4464026,-1.883102,4.668468,46.68468,108.9729,0
0.4470026,-1.880298,4.672987,46.72987,109.184,0
0.4476026,-1.877492,4.6775,46.775,109.395,0
0.4482026,-1.874683,4.682006,46.82006,109.6059,0
0.4488026,-1.871871,4.686505,46.86505,109.8167,0
0.4494026,-1.869056,4.690998,46.90998,110.0273,0
0.4500026,-1.866239,4.695483,46.95483,110.2378,0
0.4506027,-1.863419,4.699962,46.99962,110.4482,0
0.4512027,-1.860596,4.704434,47.04434,110.6585,0
0.4518027,-1.857771,4.7089,47.089,110.8687,0
0.4524027,-1.854943,4.713358,47.13358,111.0787,0
0.4530027,-1.852112,4.71781,47.1781,111.2887,0
0.4536027,-1.849279,4.722255,47.22255,111.4985,0
0.4542027,-1.846443,4.726694,47.26694,111.7082,0
0.4548027,-1.843604,4.731125,47.31125,111.9177,0
0.4554027,-1.840763,4.735549,47.3555,112.1271,0
0.4560027,-1.837919,4.739967,47.39967,112.3365,0
0.4566028,-1.835072,4.744379,47.44379,112.5456,0
0.4572028,-1.832223,4.748783,47.48783,112.7547,0
0.4578028,-1.829371,4.75318,47.5318,112.9636,0
0.4584028,-1.826516,4.757571,47.57571,113.1724,0
0.4590028,-1.823659,4.761954,47.61954,113.381,0
0.4596028,-1.820799,4.766331,47.66331,113.5896,0
0.4602028,-1.817937,4.770701,47.70701,113.7979,0
0.4608028,-1.815072,4.775064,47.75064,114.0062,0
0.4614028,-1.812204,4.77942,47.7942,114.2143,0
0.4620028,-1.809334,4.78377,47.8377,114.4223,0
0.4626029,-1.806461,4.788112,47.88112,114.6301,0
0.4632029,-1.803586,4.792448,47.92448,114.8378,0
0.4638029,-1.800707,4.796776,47.96776,115.0453,0
0.4644029,-1.797827,4.801098,48.01098,115.2527,0
0.4650029,-1.794944,4.805413,48.05413,115.46,0
0.4656029,-1.792058,4.809721,48.09721,115.6671,0
0.4662029,-1.789169,4.814022,48.14022,115.874,0
0.4668029,-1.786278,4.818316,48.18316,116.0808,0
0.4674029,-1.783385,4.822603,48.22603,116.2875,0
0.4680029,-1.780489,4.826883,48.26883,116.494,0
0.468603,-1.77759,4.831156,48.31156,116.7003,0
0.469203,-1.774689,4.835422,48.35422,116.9065,0
0.469803,-1.771785,4.839681,48.39681,117.1126,0
0.470403,-1.768879,4.843934,48.43933,117.3185,0
0.471003,-1.76597,4.848179,48.48179,117.5242,0
0.471603,-1.763058,4.852417,48.52417,117.7298,0
0.472203,-1.760144,4.856648,48.56648,117.9352,0
0.472803,-1.757228,4.860873,48.60873,118.1404,0
0.473403,-1.754309,4.86509,48.6509,118.3455,0
0.474003,-1.751387,4.8693,48.693,118.5504,0
0.4746031,-1.748463,4.873504,48.73504,118.7552,0
0.4752031,-1.745536,4.8777,48.777,118.9598,0
0.4758031,-1.742607,4.881889,48.81889,119.1642,0
0.4764031,-1.739676,4.886072,48.86072,119.3685,0
0.4770031,-1.736742,4.890247,48.90247,119.5726,0
0.4776031,-1.733805,4.894415,48.94415,119.7765,0
0.4782031,-1.730866,4.898576,48.98576,119.9802,0
0.4788031,-1.727924,4.90273,49.02731,120.1838,0
0.4794031,-1.72498,4.906878,49.06878,120.3872,0
0.4800031,-1.722034,4.911017,49.11018,120.5905,0
0.4806032,-1.719085,4.91515,49.1515,120.7935,0
0.4812032,-1.716133,4.919276,49.19276,120.9964,0
0.4818032,-1.713179,4.923395,49.23395,121.1991,0
0.4824032,-1.710222,4.927506,49.27506,121.4016,0
0.4830032,-1.707263,4.931611,49.31611,121.6039,0
0.4836032,-1.704302,4.935709,49.35709,121.8061,0
0.4842032,-1.701338,4.939799,49.39799,122.0081,0
0.4848032,-1.698372,4.943882,49.43882,122.2098,0
0.4854032,-1.695403,4.947958,49.47958,122.4114,0
0.4860032,-1.692432,4.952027,49.52027,122.6128,0
0.4866033,-1.689458,4.956089,49.56089,122.8141,0
0.4872033,-1.686482,4.960143,49.60143,123.0151,0
0.4878033,-1.683504,4.96419,49.64191,123.2159,0
0.4884033,-1.680523,4.968231,49.68231,123.4166,0
0.4890033,-1.677539,4.972264,49.72264,123.617,0
0.4896033,-1.674554,4.97629,49.7629,123.8173,0
0.4902033,-1.671565,4.980309,49.80309,124.0174,0
0.4908033,-1.668575,4.98432,49.8432,124.2172,0
0.4914033,-1.665582,4.988325,49.88325,124.4169,0
0.4920034,-1.662586,4.992322,49.92322,124.6164,0
0.4926034,-1.659589,4.996312,49.96312,124.8157,0
0.4932034,-1.656588,5.000295,50.00295,125.0148,0
0.4938034,-1.653586,5.004271,50.04271,125.2136,0
0.4944034,-1.650581,5.00824,50.0824,125.4123,0
0.4950034,-1.647574,5.012201,50.12201,125.6108,0
0.4956034,-1.644564,5.016156,50.16156,125.8091,0
0.4962034,-1.641552,5.020103,50.20103,126.0071,0
0.4968034,-1.638538,5.024042,50.24042,126.205,0
0.4974034,-1.635521,5.027975,50.27975,126.4026,0
0.4980035,-1.632502,5.0319,50.319,126.6001,0
0.4986035,-1.62948,5.035818,50.35818,126.7973,0
0.4992035,-1.626456,5.039729,50.39729,126.9943,0
0.4998035,-1.62343,5.043632,50.43632,127.1911,0
0.5004035,-1.620402,5.047528,50.47528,127.3877,0
0.5010034,-1.617371,5.051417,50.51418,127.5841,0
0.5016034,-1.614338,5.055299,50.55299,127.7802,0
0.5022034,-1.611302,5.059173,50.59173,127.9762,0
0.5028034,-1.608264,5.06304,50.6304,128.1719,0
0.5034034,-1.605224,5.0669,50.669,128.3674,0
0.5040033,-1.602182,5.070753,50.70753,128.5627,0
0.5046033,-1.599137,5.074598,50.74598,128.7577,0
0.5052033,-1.59609,5.078436,50.78436,128.9526,0
0.5058033,-1.59304,5.082266,50.82266,129.1472,0
0.5064033,-1.589989,5.08609,50.8609,129.3415,0
0.5070032,-1.586935,5.089906,50.89906,129.5357,0
0.5076032,-1.583879,5.093714,50.93714,129.7296,0
0.5082032,-1.58082,5.097516,50.97515,129.9233,0
0.5088032,-1.577759,5.10131,51.0131,130.1168,0
0.5094032,-1.574696,5.105096,51.05096,130.31,0
0.5100031,-1.571631,5.108876,51.08876,130.5031,0
0.5106031,-1.568563,5.112648,51.12648,130.6958,0
0.5112031,-1.565493,5.116412,51.16412,130.8884,0
0.5118031,-1.562421,5.120169,51.20169,131.0807,0
0.5124031,-1.559347,5.123919,51.23919,131.2727,0
0.5130031,-1.55627,5.127661,51.27661,131.4646,0
0.513603,-1.553191,5.131396,51.31396,131.6561,0
0.514203,-1.55011,5.135124,51.35124,131.8475,0
0.514803,-1.547027,5.138844,51.38844,132.0386,0
0.515403,-1.543941,5.142557,51.42557,132.2294,0
0.516003,-1.540854,5.146262,51.46262,132.4201,0
0.5166029,-1.537764,5.14996,51.4996,132.6104,0
0.5172029,-1.534671,5.153651,51.53651,132.8006,0
0.5178029,-1.531577,5.157334,51.57334,132.9905,0
0.5184029,-1.52848,5.16101,51.6101,133.1801,0
0.5190029,-1.525382,5.164678,51.64678,133.3695,0
0.5196028,-1.522281,5.168339,51.68339,133.5586,0
0.5202028,-1.519177,5.171992,51.71992,133.7475,0
0.5208028,-1.516072,5.175638,51.75638,133.9362,0
0.5214028,-1.512964,5.179277,51.79277,134.1245,0
0.5220028,-1.509855,5.182908,51.82908,134.3127,0
0.5226027,-1.506743,5.186532,51.86531,134.5005,0
0.5232027,-1.503629,5.190148,51.90148,134.6882,0
0.5238027,-1.500512,5.193757,51.93756,134.8755,0
0.5244027,-1.497394,5.197358,51.97358,135.0626,0
0.5250027,-1.494274,5.200952,52.00951,135.2495,0
0.5256026,-1.491151,5.204538,52.04538,135.4361,0
0.5262026,-1.488026,5.208117,52.08117,135.6224,0
0.5268026,-1.484899,5.211688,52.11687,135.8084,0
0.5274026,-1.48177,5.215251,52.15252,135.9942,0
0.5280026,-1.478639,5.218808,52.18808,136.1798,0
0.5286025,-1.475505,5.222356,52.22356,136.365,0
0.5292025,-1.47237,5.225897,52.25897,136.55,0
0.5298025,-1.469232,5.229431,52.29431,136.7348,0
0.5304025,-1.466092,5.232957,52.32957,136.9192,0
0.5310025,-1.46295,5.236476,52.36476,137.1034,0
0.5316024,-1.459806,5.239987,52.39987,137.2873,0
0.5322024,-1.45666,5.24349,52.4349,137.4709,0
0.5328024,-1.453512,5.246986,52.46986,137.6543,0
0.5334024,-1.450362,5.250475,52.50475,137.8374,0
0.5340024,-1.447209,5.253956,52.53956,138.0203,0
0.5346023,-1.444055,5.257429,52.57429,138.2028,0
0.5352023,-1.440898,5.260895,52.60895,138.3851,0
0.5358023,-1.43774,5.264353,52.64353,138.5671,0
0.5364023,-1.434579,5.267803,52.67803,138.7487,0
0.5370023,-1.431416,5.271246,52.71246,138.9302,0
0.5376022,-1.428252,5.274682,52.74681,139.1113,0
0.5382022,-1.425085,5.27811,52.7811,139.2922,0
